prompt,answer,f1,predictions
"Hi ha vuit remers per embarcació, que s'aferren als seus rems. Hi ha dos passatgers més al davant del vaixell, cosa que fa que a la imatge hi hagi un total de trenta homes. Utilitzant com a referència els vaixells es pot fer una aproximació de la mida de l'onada: els oshiokuri-bune feien generalment entre 12 i 15 metres de llargada, i si es té en compte que Hokusai va reduir l'escala vertical un 30%, s'arriba a la conclusió que l'ona té entre 10 i 12 metres d'altura.
----
Pregunta: Quants metres d'altura té l'ona?
Resposta: entre 10 i 12
----
Pregunta: Quants remers hi ha per embarcació?
Resposta: vuit
----
Pregunta: Qui hi ha al davant del vaixell?
Resposta: dos passatgers més
----
Pregunta: On s'aferren els remers?
Resposta: als seus rems
----
Pregunta: Quina llargada feien generalment els oshiokuri-bune?
Resposta:",entre 12 i 15 metres,0.28571428571428575, 12-15 metres
"D'estil gòtic (segle xiv-xv), està format per un prisma octogonal de dos cossos superposats, amb huit finestrals de fina traceria calada en cada cos. El primer cos o part baixa és d'autor desconegut, del segle xiv, mentre que el segon cos o part alta és obra de Martí Llobet (de cap al 1430). El cimbori dota de llum natural sempre blanca en el creuer, gràcies a les finestres translúcides d'alabastre i al fet que la seua carcassa de pedra està reduïda al mínim.
----
Pregunta: Quants finestrals hi ha a cada cos?
Resposta: huit
----
Pregunta: Qui és l'autor del segon cos?
Resposta: Martí Llobet
----
Pregunta: Com són els finestrals?
Resposta: de fina traceria calada
----
Pregunta: Per què està format?
Resposta: per un prisma octogonal
----
Pregunta: De quin estil és?
Resposta:",gòtic,1.0, Gòtic
"Per evitar violar les patents d'Edison, les càmeres Biograph de 1895 a 1902 usaven un format de pel·lícula gran, de 60 mil·límetres d'amplada, amb una àrea d'imatge de 2 × 2½ polzades, quatre vegades més gran que la pel·lícula de 35 mm d'Edison. Les pel·lícules Biograph no estaven perforades, sinó que la mateixa càmera foradava cada costat de la targeta segons eren exposades a una velocitat de 30 imatges per segon. Sherlock Holmes Baffled mesura 86,56 metres de llarg, amb un total de 30 segons de durada, tot i que aquesta, en la pràctica, podia variar, ja que la velocitat d'exposició depenia de l'acció manual de l'usuari.
----
Pregunta: Quants mil·límetres d'amplada té el format de pel·lícula gran?
Resposta: 60
----
Pregunta: Qui foradava les pel·lícules Biograph?
Resposta: la mateixa càmera
----
Pregunta: A quina velocitat eren exposades les imatges?
Resposta: 30 imatges per segon
----
Pregunta: Quin format utilitzaven les càmeres Biograph de 1895 a 1902?
Resposta:",de pel·lícula gran,0.0, 60 mil·límetres d'ample
"El president de la Generalitat de Catalunya, Quim Torra, ha ordenat el tancament de tots els centres educatius, tant escoles com llars d'infants, instituts i universitats, a partir demà per evitar l'expansió del coronavirus 2019. La mesura forma part del pla PROCICAT que ha passat a fase 1 d'emergència. El tancament afectarà 1.800.000 alumnes i uns 100.000 docents. De totes maneres, la mesura no implica un confinament. 'Els nens poden anar al parc, però prenent precaucions', ha dit la consellera de Salut, Alba Vergés. Tota la informació sobre el Coronavirus, minut a minut  El president ha explicat que el govern es reunirà aquesta tarda de manera extraordinària per prendre les decisions d'acompanyament i desplegament del tancament d'escoles.
----
Pregunta: Quants alumnes es veuran afectats pel tancament dels centres educatius?
Resposta: 1.800.000
----
Pregunta: Per què ha decretat Quim Torra el tancament de tots els centres educatius?
Resposta: per evitar l'expansió del coronavirus 2019
----
Pregunta: A quina fase ha passat el pla PROCICAT?
Resposta:",a fase 1 d'emergència,1.0, Fase 1 d'emergència
"Arran de la restauració i trasllat de l'obra, es va organitzar l'exposició Ramon Martí Alsina. El gran dia de Girona. Anatomia d'un quadre que va tenir lloc entre el 23 d'octubre de 2010 i el 29 de maig de 2011 en tres espais de Girona. L'exposició fou organitzada pel Museu d'Art de Girona en col·laboració amb el MNAC, i fou comissariada per Maria Lluïsa Faxedas, professora de la Universitat de Girona experta en el tema. L'objectiu d'aquesta mostra fou investigar els motius que van dur a Martí Alsina a realitzar aquesta obra. El projecte expositiu es va dividir en 3 espais:
----
Pregunta: En quants espais es va dividir el projecte expositiu?
Resposta: 3
----
Pregunta: Qui va organitzar l'exposició?
Resposta: Museu d'Art de Girona en col·laboració amb el MNAC
----
Pregunta: On va tenir lloc l'exposició?
Resposta: en tres espais de Girona
----
Pregunta: Quan va tenir lloc Anatomia d'un quadre?
Resposta:",entre el 23 d'octubre de 2010 i el 29 de maig de 2011,0.7500000000000001, Del 23 d'octubre de 2010 al 29 de maig de 2011
"L'esborrany de pressupost de la Generalitat per al 2020 preveu 2.500 milions d'euros més d'inversió social, segons que han avançat Catalunya Ràdio i RAC-1. Segons aquesta informació, els comptes que negociarà el vice-president del govern, Pere Aragonès, preveuen superar el nivell de despesa pública anterior a les retallades i té com a objectiu posar al dia els departaments de Salut, Interior i Ensenyament. D'aquesta manera, el pressupost tornarà a finançar les escoles bressol, rebaixarà les taxes universitàries, convocarà noves promocions de Mossos d'Esquadra i Bombers, així com la construcció d'una gran infraestructura, en concret el tram central de línia 9 del metro de Barcelona, segons que ha explicat el conseller Damià Calvet. En comparació amb el pressupost fallit del 2019, la inversió que preveu l'esborrany del 2020 és de 795 milions més. Aragonès començarà les negociacions del pressupost 'de manera immediata', segons que va indicar ahir la portaveu del govern, Meritxell Budó.
----
Pregunta: En quants milions supera la inversió que figura a l'esborrany del 2020 en relació al pressupost del 2019?
Resposta: 795
----
Pregunta: Quan iniciarà Aragonès les negociacions del pressupost?
Resposta: 'de manera immediata'
----
Pregunta: Quins tributs es minoraran segons l'esborrany de pressupost de la Generalitat?
Resposta:",les taxes universitàries,0.13333333333333333, L'impost sobre les transmissions d'immobles es reduirà del 10% al 5% i
"Un núvol blanc, lleuger, volàtil, passa per davant d'una muntanya pedregosa, feréstega i atractiva també. Aquesta és la fotografia suggeridora de la jove artista Amanda Bernal per al 19è Festival Nacional de Poesia de Sant Cugat. Es farà del 9 d'octubre al 9 de novembre i inclourà cinquanta actes en trenta espais diferents. Al programa del festival, organitzat per la Institució de les Lletres Catalanes i el Teatre Auditori de Sant Cugat, hi ha una proposta arriscada, que pot ser controvertida: l'espectacle Amants i estalvis, que ha ideat l'escriptor Jordi Lara per a la Nit de Poesia. Aquest acte, que és central dins el programa, l'havia de coordinar Sam Abrams, però va dimitir arran del pacte municipal de Sant Cugat entre ERC, PSC i CUP. Aleshores ho van proposar a Jordi Lara, que ha planificat un espectacle que defuig el cànon poètic.
----
Pregunta: Quants actes es faran al Festival Nacional de Poesia?
Resposta: cinquanta
----
Pregunta: Què defuig l'espectacle de Lara?
Resposta: el cànon poètic
----
Pregunta: Quin títol té l'espectacle de Lara?
Resposta:",Amants i estalvis,1.0, Amants i estalvis
"La pel·lícula va ser estrenada al Museu Nacional de la Construcció el 9 de juny de 1993 a Washington DC, patrocinant dues associacions caritatives infantils. Després de l'estrena, el 1994, Parc Juràssic va guanyar tres Premis Oscars en les categories de millors efectes de so, millors efectes visuals i millor so, a més d'altres setze Premis i nominacions. El 4 d'octubre de 1994, va fer el seu debut en format de vídeo VHS i LaserDisc, i va ser estrenada en format DVD el 10 d'octubre de 2000. Aquell mateix any, la pel·lícula va ser comercialitzada novament en un paquet, que va incloure la seva continuació (El món perdut: Parc Juràssic II). Al seu torn, el DVD va ser rellançat amb ambdues pel·lícules de l'11 de desembre de 2001, sota el nom de Jurassic Park Trilogy i Jurassic Park Adventure Pack el 29 de novembre de 2005. La pel·lícula es va reestrenar als cinemes del Regne Unit el 23 de setembre de 2011. Per últim, es va llançar al mercat la trilogia en Blu-ray el 25 d'octubre de 2011.
----
Pregunta: Quants Oscars va guanyar?
Resposta: tres
----
Pregunta: Quants altres premis i nominacions va obtenir?
Resposta: setze
----
Pregunta: Què va patrocinar?
Resposta:",dues associacions caritatives infantils,0.5, dues organitzacions benèfiques infantils
"Des de la seva estrena, Adriana Lecouvreur ha estat una de les preferides dels teatres d'òpera gràcies, en gran manera, a la seva heroïna. El paper d'Adriana té un enorme poder dramàtic, però és relativament fàcil tècnicament. A més a més, el paper exigeix quatre vestits sensacionals per a la soprano. Amb la seva trama fascinant i la seva música bellíssima, Adriana Lecouvreur és un tribut apropiat per a una actriu que fou en vida el que fou en la llegenda.
----
Pregunta: Quants vestits exigeix el paper d'Adriana?
Resposta: quatre
----
Pregunta: Com és el paper d'Adriana tècnicament?
Resposta: relativament fàcil
----
Pregunta: Com són els vestits de la soprano?
Resposta: sensacionals
----
Pregunta: Què fou Adriana Lecouvreur ?
Resposta:",un tribut apropiat per a una actriu que fou en vida el que fou en la llegenda,0.1111111111111111,Una òpera
"La CSU, el partit conservador i aliat clau d'Angela Merkel, va rebre ahir un cop electoral molt dur a les eleccions bavareses, que afebleix encara més el govern de la cancellera alemanya. Els socialistes de l'SPD, els altres aliats en el govern de Berlín encara han rebut un sotrac més fort, perquè han perdut gairebé la meitat dels vots. La Unió Social-Cristiana, el 'partit germà' bavarès de la CDU, que domina el land d'ençà dels anys cinquanta, perd una dotzena de punts en comparació amb el 2013, quan va renovar la majoria absoluta, i es trobarà obligat a cercar, per primera vegada, una aliança per governar el territori, un dels més rics d'Alemanya. La CSU ha aconseguit 85 diputats i n'ha perduts 16. I l'SPD n'ha obtinguts 22 i n'ha perduts 20. Entre els dos partits de la coalició de govern de Berlín, doncs, han perdut 36 diputats.
----
Pregunta: Quants diputats ha aconseguit la CSU?
Resposta: 85
----
Pregunta: Quants vots ha perdut l'SPD?
Resposta: gairebé la meitat
----
Pregunta: Què haurà de buscar la Unió Social-Cristiana per poder governar el territori?
Resposta:",una aliança,0.3076923076923077," Una aliança amb els Verds, els votants lliures o els Liberals."
"Cinc presos i sis funcionaris de presons s'han contagiat del coronavirus 2019, segons que ha informat el Departament de Justícia. Entre els interns, tres estan ingressats a l'Hospital Penitenciari de Terrassa i dos més en hospitals de la xarxa pública. A més, hi ha trenta-sis casos en estudi. El primer cas conegut de la Covid-19 va transcendir el 14 de març a Brians 2. La setmana passada es va saber que la declarada culpable pel crim de la Guàrdia Urbana i interna a la presó de dones de Wad Ras, Rosa Peral, també havia estat infectada. D'altra banda, les presons catalanes han començat un pla pilot perquè els interns contactin per videoconferència amb els seus familiars mentre duren les mesures de confinament pel coronavirus.
----
Pregunta: Quants casos de possible Covid-19 s'estan estudiant a les presons?
Resposta: trenta-sis
----
Pregunta: Qui s'ha contagiat del coronavirus 2019 a les presons?
Resposta: Cinc presos i sis funcionaris
----
Pregunta: On va ser el primer cas de Covid-19 a les presons?
Resposta:",Brians 2,1.0, Brians 2
"Després de la seva mort el 1917, es varen trobar més de 150 treballs escultòrics al seu estudi, dels quals els temes principals eren curses de cavalls i ballarines. Estudiosos de Degas asseguren que les escultures no van ser creades com a auxiliars de les pintures. La seva primera i única exposició d'escultura durant la seva vida va tenir lloc el 1881, quan exposava La petita ballarina de catorze anys, només mostrada una altra vegada el 1920; la resta dels treballs escultòrics eren en col·leccions privades fins a una mostra organitzada després de la seva mort el 1918. L'escultura no va ser tant en resposta a la pèrdua visual, si no com un capítol més en la seva empresa, explorant diferents mitjans de creació i comunicació. Quan va tenir oportunitat, va explorar formes de connectar art gràfic i pintura a l'oli, dibuix i pastel, escultura i fotografia. Degas donava la mateixa importància a l'escultura i al dibuix: ""El dibuix és una manera de pensar, modelar n'és una altra.""
----
Pregunta: Quants treballs escultòrics van trobar?
Resposta: més de 150
----
Pregunta: Què explorava amb l'escultura?
Resposta: diferents mitjans de creació i comunicació
----
Pregunta: Quina obra hi va exposar?
Resposta: La petita ballarina de catorze anys
----
Pregunta: Quan va fer la seva primera exposició d'escultures?
Resposta: el 1881
----
Pregunta: Quin any va morir?
Resposta:",1917,1.0, 1917
